id,cid,label,ChineseSimplified,ChineseTraditional,English,Japanese,Korean,French,German,Spanish,Portuguese,Russian,Turkish,Thai,Indonesian,Vietnamese,Italian,Polish,Dutch,Swedish,Norwegian,Danish,Finnish,Ukrainian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100005,星落丘陵,,星落丘陵,星落丘陵,Starfall Hills,星落ちの丘陵,성락 구릉,Collines de l'Étoile Filante,Sternschnuppenhügel,Colinas de la Estrella Fugaz,Colinas da Estrela Cadente,Холмы Падающих Звёзд,Yıldız Kayması Tepeleri,เนินเขาดาวตก,Perbukitan Bintang Jatuh,Đồi Sao Băng,Colline delle Stelle Cadenti,Wzgórza Spadających Gwiazd,Vallende Sterrenheuvels,Stjärnfallskullar,Stjernefallsåser,Stjerneskudsbakker,Tähdenlennon kukkulat,Пагорби Зірок Падучих,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100006,银光群岛,,银光群岛,銀光群島,Silver Isles,銀光諸島,은빛 군도,Îles de Lumière d'Argent,Silberlichtinseln,Islas de Luz Plateada,Ilhas de Luz Prateada,Острова Серебряного Света,Gümüş Işık Adaları,หมู่เกาะแสงเงิน,Kepulauan Cahaya Perak,Quần đảo Ánh Bạc,Isole della Luce d'Argento,Wyspy Srebrnego Blasku,Zilverlichteilanden,Silverljusöarna,Sølvlysøyene,Sølvlysøerne,Hopeanvalon Saaret,Острови Срібного Світла,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100007,灰烬山脉,,灰烬山脉,灰燼山脈,Ashridge,灰燼山脈,잿더미 산맥,Montagnes d’Ashkar,Ashkar-Gebirge,Montañas de Ashkar,Montanhas de Cinzas,Пепельные Горы,Kül Dağları,เทือกเขาเถ้าถ่าน,Pegunungan Abu,Dãy núi Tro Tàn,Montagne di Cenere,Góry Popiołu,Asbergen,Askbergen,Askefjellene,Askebjergene,Tuhkavuoristo,Попелясті Гори,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100008,大沙漠,,大沙漠,大沙漠,The Great Desert,大砂漠,대사막,Le Grand Désert,Die Große Wüste,El Gran Desierto,O Grande Deserto,Великая Пустыня,Büyük Çöl,ทะเลทรายใหญ่,Gurun Besar,Sa Mạc Lớn,Il Grande Deserto,Wielka Pustynia,De Grote Woestijn,Stora Öknen,Den Store Ørken,Den Store Ørken,Suuri Aavikko,Велика Пустеля,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100009,神锤火山,,神锤火山,神錘火山,Hammerpeak,神槌火山,신성한 망치 화산,Volcan du Marteau Divin,Göttlicher Hammervulkan,Volcán del Martillo Divino,Vulcão do Martelo Divino,Вулкан Божественного Молота,İlahi Çekiç Yanardağı,ภูเขาไฟค้อนศักดิ์สิทธิ์,Gunung Api Palu Ilahi,Núi lửa Búa Thần,Vulcano del Martello Divino,Wulkan Boskiego Młota,Goddelijke Hamervulkaan,Gudomliga Hammarberget,Guddommelig Hammervulkan,Guddommelig Hammervulkan,Jumalallisen Vasaran Tulivuori,Вулкан Божественного Молота,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100010,云雾高原,,云雾高原,雲霧高原,Cloudtop,雲霧高原,운무 고원,Plateau des Nuages et Brumes,Wolkennebel-Hochebene,Meseta de Nubes y Niebla,Planalto de Nuvens e Névoa,Туманное Нагорье,Bulut Sis Platosu,ที่ราบสูงเมฆหมอก,Dataran Tinggi Awan Kabut,Cao nguyên Mây Mù,Altopiano delle Nubi e Nebbie,Wyżyna Chmur i Mgieł,Wolkenmistplateau,Molndimplatån,Skytopp-platået,Skytågeplatået,Pilvien ja Sumun Ylänkö,Плато Хмар і Туману,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011,古湖盆地,,古湖盆地,古湖盆地,Oldlake,古湖盆地,고호 분지,Bassin du Lac Ancien,Altes Seebecken,Cuenca del Lago Antiguo,Bacia do Lago Antigo,Котловина Старого Озера,Eski Göl Havzası,แอ่งทะเลสาบเก่า,Cekungan Danau Tua,Lưu vực Hồ Cũ,Bacino del Vecchio Lago,Kotlina Starego Jeziora,Oud Meerbekken,Gamla Sjöbäckenet,Gammelt Sjøbasseng,Gammelt Søbassin,Vanhan Järven Allas,Котловина Старого Озера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100012,浊水沼泽,,浊水沼泽,濁水沼澤,The Mire,濁水沼,탁수 늪,Marais des Eaux Troubles,Trübwassersumpf,Pantano de Aguas Turbias,Pântano de Águas Turvas,Болото Мутных Вод,Bulanık Su Bataklığı,หนองน้ำขุ่น,Rawa Air Keruh,Đầm lầy Nước Đục,Palude delle Acque Torbide,Bagno Mętnych Wód,Troebel Watermoeras,Grumligt Vattenträsk,Grumset Vannmyr,Grumset Vandsump,Sameavetisuon,Болото Каламутних Вод,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100013,北境冰海,,北境冰海,北境冰海,Frozen Sea,北境氷海,북경 빙해,Mer Glacée du Nord,Nördliches Eismeer,Mar Helado del Norte,Mar Gelado do Norte,Северное Ледяное Море,Kuzey Buz Denizi,ทะเลน้ำแข็งเหนือ,Laut Es Utara,Biển Băng Bắc Cực,Mare Ghiacciato del Nord,Północne Morze Lodowe,Noordelijke IJszee,Norra Ishavet,Nordlige Ishav,Nordlige Ishav,Pohjoinen Jäämeri,Північне Льодове Море,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100014,深渊海岸,,深渊海岸,深淵海岸,Deepshore,深淵海岸,심연 해안,Côte de l'Abîme,Abyssküste,Costa del Abismo,Costa do Abismo,Побережье Бездны,Uçurum Kıyısı,ชายฝั่งเหวลึก,Pantai Jurang,Bờ biển Vực Sâu,Costa dell'Abisso,Wybrzeże Otchłani,Afgrondkust,Avgrundskusten,Avgrunnskysten,Afgrundkysten,Syvyyden Rannikko,Узбережжя Безодні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100015,黑渊峡谷,,黑渊峡谷,黑淵峽谷,Blackrift,黒淵峡谷,흑연 협곡,Gorge de l'Abîme Noir,Schwarze Abgrundschlucht,Cañón del Abismo Negro,Desfiladeiro do Abismo Negro,Ущелье Чёрной Бездны,Kara Uçurum Vadisi,หุบเขาเหวดำ,Ngarai Jurang Hitam,Hẻm núi Vực Đen,Gola dell'Abisso Nero,Wąwóz Czarnej Otchłani,Zwarte Afgrondkloof,Svarta Avgrundsdalen,Svarte Avgrunnskløften,Sorte Afgrundskløft,Mustan Kuilun Rotko,Ущелина Чорної Безодні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100016,山地,,山地,山地,Mountain,山,산,Montagne,Berg,Montaña,Montanha,Гора,Dağ,ภูเขา,Gunung,Núi,Montagna,Góra,Berg,Berg,Fjell,Bjerg,Vuori,Гора,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100017,洞穴,,洞穴,洞穴,Cave,洞窟,동굴,Grotte,Höhle,Cueva,Caverna,Пещера,Mağara,ถ้ำ,Gua,Hang động,Grotta,Jaskinia,Grot,Grotta,Hule,Hule,Luola,Печера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100018,岸边,,河岸,河岸,Riverside,河岸,강가,Berge de rivière,Flussufer,Ribera,Margem do rio,Берег реки,Nehir kenarı,ริมฝั่งแม่น้ำ,Tepi sungai,Bờ sông,Riva del fiume,Brzeg rzeki,Rivieroever,Flodstrand,Elvebredd,Flodbred,Joentörmä,Берег річки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100019,雪地,,雪地,雪地,Snowfield,雪原,설원,Champ de neige,Schneefeld,Campo de nieve,Campo de neve,Снежное поле,Karlı arazi,พื้นหิมะ,Lapangan salju,Đồng tuyết,Campo di neve,Pole śnieżne,Sneeuwveld,Snöfält,Snømark,Snefelt,Lumipeite,Сніжне поле,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100020,草地,,草地,草地,Meadow,草原,초원,Pré,Wiese,Pradera,Prado,Луг,Çayır,ทุ่งหญ้า,Padang rumput,Đồng cỏ,Prato,Łąka,Weide,Äng,Eng,Eng,Niitty,Лука,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100021,桥,,桥,橋,Bridge,橋,다리,Pont,Brücke,Puente,Ponte,Мост,Köprü,สะพาน,Jembatan,Cầu,Ponte,Most,Brug,Bro,Bro,Bro,Silta,Міст,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100022,树林,,树林,樹林,Forest,森,숲,Forêt,Wald,Bosque,Floresta,Лес,Orman,ป่า,Hutan,Rừng,Foresta,Las,Bos,Skog,Skog,Skov,Metsä,Ліс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100023,农夫的家,,小屋,小屋,Hut,小屋,오두막,Cabane,Hütte,Cabaña,Cabana,Хижина,Kulübe,กระท่อม,Gubuk,Túp lều,Capanna,Chata,Hut,Stuga,Hytte,Hytte,Mökki,Хатина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100025,路,,路,路,Road,道,길,Route,Straße,Camino,Estrada,Дорога,Yol,ถนน,Jalan,Con đường,Strada,Droga,Weg,Väg,Vei,Vej,Tie,Дорога,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100026,餐馆,,旅馆,旅館,Inn,旅館,여관,Auberge,Gasthof,Posada,Pousada,Гостиница,Oteller,โรงแรมเล็ก,Penginapan,Nhà trọ,Locanda,Gospoda,Herberg,Värdshus,Vandrerhjem,Kro,Majatalo,Гостинниця,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100027,牧场,,牧场,牧場,Ranch,牧場,목장,Ranch,Farm,Rancho,Fazenda,Ранчо,Çiftlik,ฟาร์มเลี้ยงสัตว์,Peternakan,Trang trại chăn nuôi,Fattoria,Rancho,Boerderij,Ranch,Bondegård,Gård,Maatila,Ранчо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100028,医院,,医院,醫院,Hospital,病院,병원,Hôpital,Krankenhaus,Hospital,Hospital,Больница,Hastane,โรงพยาบาล,Rumah sakit,Bệnh viện,Ospedale,Szpital,Ziekenhuis,Sjukhus,Sykehus,Hospital,Sairaala,Лікарня,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100029,遗迹,,遗迹,遺跡,Ruins,遺跡,유적,Ruines,Ruinen,Ruinas,Ruínas,Руины,Harabeler,ซากโบราณสถาน,Reruntuhan,Di tích,Rovine,Ruiny,Ruïnes,Ruiner,Ruiner,Ruiner,Rauniot,Руїни,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100030,商会,,商会,商會,Trade Guild,商会,상회,Guilde marchande,Handelsgilde,Gremio Comercial,Guilda Comercial,Торговая гильдия,Ticaret loncası,สมาคมการค้า,Gilda Dagang,Hội thương mại,Gilda Commerciale,Gildia Handlowa,Handelsgilde,Handelsgillet,Handelslaug,Handelslaug,Kauppakamari,Торгова гільдія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100031,警察局,,警察局,警察局,Police Station,警察署,경찰서,Commissariat de police,Polizeiwache,Comisaría,Delegacia,Полицейский участок,Polis Karakolu,สถานีตำรวจ,Kantor polisi,Đồn cảnh sát,Stazione di polizia,Posterunek policji,Politiebureau,Polisstation,Politistasjon,Politistation,Poliisiasema,Поліцейський відділок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100032,轻装店,,装备店,裝備店,Equipment Shop,装備店,장비 상점,Boutique d’équipement,Ausrüstungsladen,Tienda de equipo,Loja de equipamentos,Магазин снаряжения,Ekipman Dükkanı,ร้านขายอุปกรณ์,Toko Peralatan,Cửa hàng trang bị,Negozi di attrezzature,Sklep ze sprzętem,Uitrustingswinkel,Utrustningsbutik,Utstyrsbutikk,Udstyrsbutik,Välinekauppa,Магазин спорядження,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100033,重装店,,铁匠铺,鐵匠鋪,Blacksmith,鍛冶屋,대장간,Forge,Schmiede,Herrería,Forja,Кузница,Demirci,ร้านตีเหล็ก,Pandai besi,Thợ rèn,Forgia,Kuznia,Smederij,Smedja,Smie,Smedje,Paja,Кузня,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100034,牢房,,牢房,牢房,Prison Cell,独房,감방,Cellule de prison,Gefängniszelle,Celda de prisión,Cela de prisão,Тюремная камера,Hücre,ห้องขัง,Sel penjara,Phòng giam,Cella di prigione,Cela więzienna,Gevangeniscel,Fängelsecell,Fengselscelle,Fængselscelle,Vankiselli,Тюремна камера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100035,沙地,,沙地,沙地,Sand,砂地,모래땅,Sable,Sand,Arena,Areia,Песок,Kum,ทราย,Pasir,Cát,Sabbia,Piasek,Zand,Sand,Sand,Sand,Hiekka,Пісок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100036,沼泽,,沼泽,沼澤,Swamp,沼地,늪,Marais,Sumpf,Pantano,Pântano,Болото,Bataklık,บึง,Rawa,Đầm lầy,Palude,Bagno,Moeras,Träsk,Myr,Sump,Suo,Болото,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100037,游戏币,,金币,金幣,Gold Coin,金貨,금화,Pièce d'or,Goldmünze,Moneda de oro,Moeda de ouro,Золотая монета,Altın para,เหรียญทอง,Koin emas,Đồng vàng,Moneta d'oro,Złota moneta,Gouden munt,Guldmynt,Gullmynt,Guldmønt,Kultaraha,Золота монета,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100689,代金币,,天使的金币,天使的金幣,Angel's Gold Coin,天使の金貨,천사의 금화,Pièce d'Or de l'Ange,Goldmünze des Engels,Moneda de Oro del Ángel,Moeda de Ouro do Anjo,Золотая Монета Ангела,Meleğin Altın Parası,เหรียญทองของเทวดา,Koin Emas Malaikat,Đồng Vàng Thiên Thần,Moneta d'Oro dell'Angelo,Złota Moneta Anioła,Gouden Munt van de Engel,Ängelns Guldmynt,Engelens Gullmynt,Englens Guldmønt,Enkelin Kultakolikko,Золота Монета Ангела,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100690,通天塔,,通天塔,通天塔,Tower of Babel,バベルの塔,바벨탑,Tour de Babel,Turm zu Babel,Torre de Babel,Torre de Babel,Вавилонская башня,Babil Kulesi,หอคอยบาเบล,Menara Babel,Tháp Babel,Torre di Babele,Wieża Babel,Toren van Babel,Babels torn,Babels tårn,Babelstårnet,Baabelin torni,Вавилонська вежа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100691,石碑,,石碑,石碑,Stone Stele,石碑,석비,Stèle de pierre,Steintafel,Estela de piedra,Estela de pedra,Каменная стела,Taş stel,ศิลาจารึก,Batu prasasti,Bia đá,Stele di pietra,Stele kamienna,Stenen stèle,Stenstele,Steinstøtte,Stenstøtte,Kivipaasi,Каменна стела,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100692,远古遗留的神秘石碑,,远古遗留的神秘石碑,遠古遺留的神秘石碑,A mysterious ancient stele,古代から遺された謎の石碑,고대부터 전해 내려온 신비로운 비석,Stèle mystérieuse des anciens,Geheimnisvolle antike Stele,Estela misteriosa de la antigüedad,Estela misteriosa da antiguidade,Таинственная древняя стела,Kadim gizemli taş stel,ศิลาจารึกโบราณลึกลับ,Prasasti kuno misterius,Bia đá cổ đại bí ẩn,Misteriosa stele antica,Tajemnicza starożytna stela,Mysterieuze oude stèle,Mystisk forntida stele,Mystisk gammel stele,Mystisk oldtidsstøtte,Mystinen muinainen paasi,Таємнича давня стела,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100693,海岸,,海岸,海岸,Seashore,海岸,해안,Rivage,Küste,Costa,Costa,Побережье,Sahil,ชายฝั่ง,Pantai,Bờ biển,Costa,Wybrzeże,Kust,Kust,Kyst,Kyst,Rannikko,Узбережжя,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100038,料理点,,灶台,灶台,Stove,かまど,화로,Cuisinière,Ofen,Estufa,Fogão,Плита,Soba,เตาไฟ,Dapur,Bếp,Stufa,Piec,Fornuis,Spis,Ovn,Ovn,Liesi,Плита,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039,祈祷点,,石碑,石碑,Stone Stele,石碑,석비,Stèle de pierre,Steintafel,Estela de piedra,Estela de pedra,Каменная стела,Taş stel,ศิลาจารึก,Batu prasasti,Bia đá,Stele di pietra,Stele kamienna,Stenen stèle,Stenstele,Steinstøtte,Stenstøtte,Kivipaasi,Каменна стела,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100040,制药点,,制药台,製藥台,Pharmacy Table,調合台,제약대,Table de préparation pharmaceutique,Arzneitisch,Mesa de farmacia,Mesa de farmácia,Фармацевтический стол,Eczacılık masası,โต๊ะปรุงยา,Meja farmasi,Bàn chế dược,Tavolo farmaceutico,Stół apteczny,Apotheektabel,Läkebord,Apotekbord,Apoteksbord,Lääkepöytä,Фармацевтичний стіл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100041,轻装制造点,,缝纫机,縫紉機,Sewing Machine,ミシン,재봉틀,Machine à coudre,Nähmaschine,Máquina de coser,Máquina de costura,Швейная машина,Dikiş makinesi,จักรเย็บผ้า,Mesin jahit,Máy khâu,Macchina da cucire,Maszyna do szycia,Naaimachine,Symaskin,Symaskin,Symaskine,Ompelukone,Швейна машина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042,重装制造点,,锻炉,鍛爐,Forging Furnace,鍛冶炉,단조로,Fourneau de forge,Schmiedeofen,Horno de forja,Fornalha de forja,Кузнечная печь,Dövme ocağı,เตาหลอมเหล็ก,Tungku tempa,Lò rèn,Forno da fucina,Piec kuźniczy,Smeltoven,Smidesugn,Smiovn,Smelteovn,Takomouuni,Кузня,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100043,木箱,,木箱,木箱,Wooden Box,木箱,나무 상자,Boîte en bois,Holzkiste,Caja de madera,Caixa de madeira,Деревянный ящик,Ahşap kutu,กล่องไม้,Kotak kayu,Hộp gỗ,Cassa di legno,Drewniana skrzynia,Houten kist,Trälåda,Trekasse,Trækasse,Puulaatikko,Дерев’яна скриня,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100044,木床,,木床,木床,Wooden Bed,木のベッド,나무 침대,Lit en bois,Holzbett,Cama de madera,Cama de madeira,Деревянная кровать,Ahşap yatak,เตียงไม้,Tempat tidur kayu,Giường gỗ,Letto di legno,Drewniane łóżko,Houten bed,Träsäng,Treseng,Træseng,Puusänky,Дерев’яне ліжко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100045,木桌,,木桌,木桌,Wooden Table,木のテーブル,나무 탁자,Table en bois,Holztisch,Mesa de madera,Mesa de madeira,Деревянный стол,Ahşap masa,โต๊ะไม้,Meja kayu,Bàn gỗ,Tavolo di legno,Drewniany stół,Houten tafel,Träbord,Trebord,Træbord,Puupöytä,Дерев’яний стіл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100046,铁笼,,铁笼,鐵籠,Iron Cage,鉄の檻,철창,Cage en fer,Eiserner Käfig,Jaula de hierro,Gaiola de ferro,Железная клетка,Demir kafes,กรงเหล็ก,Kandang besi,Lồng sắt,Gabbia di ferro,Żelazna klatka,IJzeren kooi,Järnbur,Jernbur,Jernbur,Rautahäkki,Залізна клітка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100047,生肉,,生肉,生肉,Raw Meat,生肉,생고기,Viande crue,Rohes Fleisch,Carne cruda,Carne crua,Сырое мясо,Çiğ et,เนื้อสด,Daging mentah,Thịt sống,Carne cruda,Surowe mięso,Rauw vlees,Rått kött,Rått kjøtt,Råt kød,Raaka liha,Сире м’ясо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100048,兽皮,,兽皮,獸皮,Beast Hide,獣の皮,짐승 가죽,Peau de bête,Tierhaut,Piel de bestia,Couro de fera,Шкура зверя,Hayvan derisi,หนังสัตว์,Kulit binatang,Da thú,Pelle di bestia,Skóra zwierzęcia,Dierenvacht,Djurhud,Dyrskinn,Dyrehud,Eläimen nahka,Звіряча шкіра,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100049,羊绒,,羊绒,羊絨,Cashmere,カシミヤ,캐시미어,Cashmere,Kaschmir,Cachemira,Caxemira,Кашемир,Kaşmir,แคชเมียร์,Kasmir,Kashmir,Cashmere,Kaszmir,Cashmere,Kashmir,Kasjmir,Kashmir,Kasmir,Кашемір,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100050,铁矿石,,铁矿石,鐵礦石,Iron Ore,鉄鉱石,철광석,Minéral de fer,Eisenerz,Mineral de hierro,Minério de ferro,Железная руда,Demir cevheri,แร่เหล็ก,Bijih besi,Quặng sắt,Miniera di ferro,Ruda żelaza,IJzererts,Järnmalm,Jernmalm,Jernmalm,Rautamalmi,Залізна руда,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100051,银矿石,,银矿石,銀礦石,Silver Ore,銀鉱石,은광석,Minéral d’argent,Silbererz,Mineral de plata,Minério de prata,Серебряная руда,Gümüş cevheri,แร่เงิน,Bijih perak,Quặng bạc,Miniera d’argento,Ruda srebra,Zilvererts,Silvermalm,Sølvmalm,Sølvmalm,Hopeamalmi,Срібна руда,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100052,金矿石,,金矿石,金礦石,Gold Ore,金鉱石,금광석,Minéral d’or,Golderz,Mineral de oro,Minério de ouro,Золотая руда,Altın cevheri,แร่ทอง,Bijih emas,Quặng vàng,Miniera d’oro,Ruda złota,Gouderts,Guldmalm,Gullmalm,Guldmalm,Kultamalmi,Золота руда,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100053,清水,,清水,清水,Clear Water,清水,맑은 물,Eau claire,Klares Wasser,Agua clara,Água limpa,Чистая вода,Temiz su,น้ำใส,Air jernih,Nước sạch,Acqua limpida,Czysta woda,Schoon water,Rent vatten,Rent vann,Rent vand,Puhdas vesi,Чиста вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100054,稻谷,,稻谷,稻穀,Rice Grain,稲穀,벼,Grain de riz,Reiskorn,Grano de arroz,Grão de arroz,Рисовое зерно,Pirinç tanesi,ข้าวเปลือก,Biji padi,Hạt lúa,Chicco di riso,Ziarno ryżu,Rijstkorrel,Riskorn,Riskorn,Riskorn,Riisinjyvä,Рисове зерно,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100055,苎麻,,苎麻,苧麻,Ramie,ラミー,저마,Ramie,Ramie,Ramio,Rami,Рамие,Ramie bitkisi,ป่านรามี,Ramie,Ramie,Ramie,Ramie,Ramie,Ramie,Ramie,Ramie,Ramie,Рамія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100056,棉花,,棉花,棉花,Cotton,綿,면화,Coton,Baumwolle,Algodón,Algodão,Хлопок,Pamuk,ฝ้าย,Kapas,Bông,Cotone,Bawełna,Katoen,Bomull,Bomull,Bomuld,Puuvilla,Бавовна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100057,药草,,药草,藥草,Herb,薬草,약초,Herbe,Kraut,Hierba,Erva,Трава,Ot,สมุนไพร,Tanaman obat,Thảo dược,Erba,Zioło,Kruid,Ört,Urt,Urt,Yrtti,Трава,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100058,面包,,面包,麵包,Bread,パン,빵,Pain,Brot,Pan,Pão,Хлеб,Ekmek,ขนมปัง,Roti,Bánh mì,Pane,Chleb,Brood,Bröd,Brød,Brød,Leipä,Хліб,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059,肉卷,,肉卷,肉卷,Meat Roll,肉巻き,고기말이,Rouleau de viande,Fleischrolle,Rollo de carne,Rolo de carne,Мясной рулет,Et rulosu,โรลเนื้อ,Daging gulung,Thịt cuộn,Involtino di carne,Zawijaniec mięsny,Vleesrol,Köttfärsrulle,Kjøttrull,Kødrulle,Liharulla,М’ясний рулет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100060,烤肉,,烤肉,烤肉,Roast Meat,焼き肉,구운 고기,Viande rôtie,Braten,Carne asada,Carne assada,Жаркое,Kızarmış et,เนื้อย่าง,Daging panggang,Thịt nướng,Carne arrosto,Pieczone mięso,Geroosterd vlees,Stekt kött,Stekt kjøtt,Stegt kød,Paistettu liha,Смажене м’ясо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100061,铭文碎片,,铭文碎片,銘文碎片,Inscription Fragment,銘文の欠片,명문 조각,Fragment d’inscription,Inschriftfragment,Fragmento de inscripción,Fragmento de inscrição,Фрагмент надписи,Yazıt parçası,เศษอักษรจารึก,Fragmen prasasti,Mảnh khắc văn,Frammento d’iscrizione,Fragment inskrypcji,Inscriptiefragment,Inskriptionsfragment,Inskripsjonsfragment,Inskriptionsfragment,Kaiverrusfragmentti,Фрагмент напису,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100062,低级铭文,,低级铭文,低級銘文,Low-grade Inscription,低級銘文,하급 명문,Inscription de bas niveau,Niedrige Inschrift,Inscripción de bajo nivel,Inscrição de baixo nível,Низкоуровневая надпись,Düşük seviye yazıt,อักษรจารึกระดับต่ำ,Prasasti tingkat rendah,Khắc văn cấp thấp,Iscrizione di basso livello,Napis niskiego poziomu,Lage inscriptie,Låg inskription,Lav innskrift,Lav inskription,Matala kaiverrus,Нижчий напис,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
